232,"2-комн. квартира, 73,3 м²",12500000,Измайлово,Первомайская ,1,73,2,5,Евроремонт,1955,Кирпичный
233,"2-комн. квартира, 54 м²",11999000,Алексеевский,Алексеевская ,15,54,7,8,Евроремонт,1956,Кирпичный
234,"2-комн. квартира, 67 м²",12700000,Коптево,Войковская ,5,67,3,5,Косметический,1956,Кирпичный
235,"2-комн. квартира, 54 м²",13500000,Останкинский,Рижская ,15,54,8,8,Евроремонт,1956,Кирпичный
236,"2-комн. квартира, 58 м²",16500000,Гагаринский,Университет ,5,58,4,7,Косметический,1957,Блочный
237,"2-комн. квартира, 68,3 м²",12600000,Хорошевский,Полежаевская ,6,68,1,6,Косметический,1957,Кирпичный
238,"2-комн. квартира, 65,2 м²",12500000,Лефортово,Авиамоторная ,3,65,10,12,Косметический,1957,Кирпичный
239,"2-комн. квартира, 67,5 м²",12799000,Соколиная гора,Семеновская ,10,67,4,8,Косметический,1957,Кирпичный
240,"2-комн. квартира, 57,2 м²",13900000,Гагаринский,Университет ,15,57,3,9,Косметический,1957,Кирпичный
241,"2-комн. квартира, 57,5 м²",11900000,Алексеевский,ВДНХ ,12,57,8,8,Косметический,1958,Кирпичный
242,"2-комн. квартира, 75 м²",15500000,Гагаринский,Университет ,10,75,4,10,Косметический,1958,Кирпичный
243,"2-комн. квартира, 58 м²",16500000,Мещанский,Марьина роща ,10,58,5,7,Евроремонт,1958,Кирпичный
244,"2-комн. квартира, 68 м²",16000000,Савеловский,Петровский Парк ,13,68,4,5,Косметический,1958,Панельный
245,"2-комн. квартира, 67 м²",12700000,Лефортово,Авиамоторная ,10,67,8,8,Евроремонт,1959,Кирпичный
246,"2-комн. квартира, 54,3 м²",13500000,Гагаринский,Профсоюзная ,3,54,6,12,Косметический,1959,Кирпичный
247,"2-комн. квартира, 62,1 м²",14900000,Соколиная гора,Семеновская ,8,62,10,12,Евроремонт,1959,Кирпичный
248,"2-комн. квартира, 60 м²",15200000,Ломоносовский,Проспект Вернадского ,19,60,8,8,Косметический,1959,Кирпичный
249,"2-комн. квартира, 47,3 м²",13400000,Ломоносовский,Профсоюзная ,3,47,9,9,Евроремонт,1960,Кирпичный
250,"2-комн. квартира, 57,8 м²",14500000,Ломоносовский,Проспект Вернадского ,12,57,4,8,Косметический,1960,Кирпичный
251,"2-комн. квартира, 45 м²",14999000,Хамовники,Фрунзенская ,8,45,7,8,Косметический,1960,Кирпичный
252,"2-комн. квартира, 58 м²",11150000,Нагорный,Варшавская ,1,58,6,8,Евроремонт,1960,Монолитный
253,"2-комн. квартира, 57,5 м²",15300000,Красносельский,Комсомольская ,5,57,2,9,Евроремонт,1961,Кирпичный
254,"2-комн. квартира, 43 м²",13900000,Тверской,Маяковская ,4,43,2,8,Косметический,1962,Кирпичный
255,"2-комн. квартира, 44 м²",16200000,Дорогомилово,Киевская ,10,44,9,9,Евроремонт,1963,Кирпичный
256,"2-комн. квартира, 46 м²",11500000,Таганский,Чкаловская ,8,46,2,12,Косметический,1964,Кирпичный
257,"2-комн. квартира, 44,8 м²",12500000,Таганский,Чкаловская ,4,44,11,12,Евроремонт,1965,Панельный
258,"2-комн. квартира, 52 м²",11700000,Сокол,Сокол ,9,52,9,12,Дизайнерский,1966,Блочный
259,"2-комн. квартира, 42,5 м²",11590000,Останкинский,Алексеевская ,4,42,3,9,Евроремонт,1966,Кирпичный
260,"2-комн. квартира, 55,7 м²",11990000,Свиблово,Ботанический сад ,5,55,4,9,Косметический,1967,Кирпичный
261,"2-комн. квартира, 51 м²",12640000,Сокол,Сокол ,7,51,5,8,Евроремонт,1967,Панельный
262,"2-комн. квартира, 52 м²",11700000,Тимирязевский,Фонвизинская ,5,52,2,12,Евроремонт,1969,Кирпичный
263,"2-комн. квартира, 49,6 м²",11100000,Тимирязевский,Тимирязевская ,7,49,10,12,Косметический,1970,Кирпичный
264,"2-комн. квартира, 51,1 м²",11499000,Ломоносовский,Профсоюзная ,8,51,1,14,Косметический,1970,Кирпичный
265,"2-комн. квартира, 52 м²",16500000,Беговой,Динамо ,3,52,9,14,Евроремонт,1970,Кирпичный
266,"2-комн. квартира, 55,7 м²",12990000,Тимирязевский,Тимирязевская ,6,55,6,15,Косметический,1972,Кирпичный
267,"2-комн. квартира, 50,2 м²",14500000,Таганский,Марксистская ,7,50,5,16,Дизайнерский,1973,Блочный
268,"2-комн. квартира, 49 м²",10200000,Нагорный,Чертановская ,10,49,10,12,Косметический,1976,Блочный
269,"2-комн. квартира, 50,1 м²",12750000,Марьина роща,Рижская ,6,50,11,16,Дизайнерский,1977,Блочный
270,"2-комн. квартира, 50,4 м²",12500000,Алексеевский,Улица Сергея Эйзенштейна,14,50,6,9,Косметический,1977,Кирпичный
271,"2-комн. квартира, 54,1 м²",14499000,Академический,Академическая ,7,54,15,16,Евроремонт,1977,Панельный
272,"2-комн. квартира, 50,3 м²",11500000,Останкинский,ВДНХ ,14,50,13,16,Косметический,1978,Панельный
273,"2-комн. квартира, 57,8 м²",12800000,Хорошевский,Беговая ,1,57,7,16,Евроремонт,1979,Блочный
274,"2-комн. квартира, 54 м²",11500000,Тропарево-Никулино,Озерная ,17,54,11,16,Косметический,1979,Панельный
275,"2-комн. квартира, 50,8 м²",10999000,Строгино,Строгино ,12,50,15,16,Косметический,1980,Панельный
276,"2-комн. квартира, 53 м²",11000000,Южное Тушино,Сходненская ,5,53,10,12,Косметический,1982,Панельный
277,"2-комн. квартира, 56,4 м²",11300000,Тропарево-Никулино,Юго-Западная ,12,56,1,16,Косметический,1982,Панельный
278,"2-комн. квартира, 53 м²",10950000,Бутырский,Тимирязевская ,8,53,2,16,Косметический,1983,Блочный
279,"2-комн. квартира, 57,9 м²",10550000,Отрадное,Отрадное ,6,57,2,17,Косметический,1983,Панельный
280,"2-комн. квартира, 65 м²",15500000,Алексеевский,ВДНХ ,11,65,7,12,Косметический,1984,Кирпичный
281,"2-комн. квартира, 55,1 м²",16000000,Преображенское,Преображенская площадь ,5,55,10,14,Косметический,1984,Кирпичный
282,"2-комн. квартира, 53 м²",14490000,Таганский,Марксистская ,9,53,9,12,Косметический,1984,Панельный
283,"2-комн. квартира, 54 м²",10150000,Южное Тушино,Трикотажная ,28,54,4,17,Евроремонт,1985,Панельный
284,"2-комн. квартира, 53 м²",10700000,Южное Тушино,Сходненская ,9,53,9,12,Косметический,1985,Панельный
285,"2-комн. квартира, 54 м²",13000000,Крылатское,Крылатское ,4,54,6,17,Евроремонт,1985,Панельный
286,"2-комн. квартира, 53,6 м²",13250000,Раменки,Раменки ,10,53,12,17,Косметический,1985,Панельный
287,"2-комн. квартира, 58 м²",16450000,Ломоносовский,Проспект Вернадского ,3,58,8,22,Дизайнерский,1986,Блочный
288,"2-комн. квартира, 58 м²",11000000,Орехово-Борисово Южное,Зябликово ,13,58,14,17,Дизайнерский,1986,Панельный
289,"2-комн. квартира, 50 м²",11200000,Северное Медведково,Бабушкинская ,10,50,9,16,Евроремонт,1987,Панельный
290,"2-комн. квартира, 59 м²",10200000,Южное Тушино,Сходненская ,20,59,11,22,Косметический,1989,Панельный
291,"2-комн. квартира, 54 м²",10650000,Митино,Пятницкое шоссе ,3,54,7,17,Евроремонт,1992,Панельный
292,"2-комн. квартира, 58 м²",11900000,Тропарево-Никулино,Озерная ,10,58,7,22,Евроремонт,1993,Панельный
293,"2-комн. квартира, 60 м²",12500000,Тропарево-Никулино,Озерная ,10,60,15,22,Косметический,1993,Панельный
294,"2-комн. квартира, 53 м²",11300000,Соколиная гора,Семеновская ,15,53,7,14,Косметический,1994,Панельный
295,"2-комн. квартира, 51 м²",14700000,Черемушки,Новые Черемушки ,7,51,10,17,Евроремонт,1994,Панельный
296,"2-комн. квартира, 56 м²",10700000,Очаково-Матвеевское,Минская ,15,56,5,14,Евроремонт,1995,Панельный
297,"2-комн. квартира, 58 м²",13700000,Фили-Давыдково,Славянский бульвар ,4,58,6,17,Евроремонт,1995,Панельный
298,"2-комн. квартира, 61,5 м²",16000000,Черемушки,Новые Черемушки ,7,61,5,17,Евроремонт,1996,Панельный
299,"2-комн. квартира, 56 м²",15000000,Проспект Вернадского,Проспект Вернадского ,10,56,25,25,Косметический,1999,Монолитный
300,"2-комн. квартира, 51,5 м²",13500000,Лефортово,Авиамоторная ,2,51,5,17,Евроремонт,2000,Кирпичный
301,"2-комн. квартира, 52,1 м²",15500000,Черемушки,Академическая ,6,52,6,17,Евроремонт,2000,Панельный
302,"2-комн. квартира, 58,1 м²",11100000,Братеево,Борисово ,9,58,15,25,Косметический,2001,Монолитный
303,"2-комн. квартира, 82 м²",12900000,Южное Бутово,Улица Горчакова ,7,82,5,9,Евроремонт,2001,Монолитный
304,"2-комн. квартира, 55 м²",11500000,Новогиреево,Новогиреево ,10,55,2,9,Евроремонт,2002,Кирпичный
305,"2-комн. квартира, 51,7 м²",11650000,Нижегородский,Нижегородская ,10,51,5,17,Косметический,2002,Панельный
306,"2-комн. квартира, 52 м²",10500000,Западное Дегунино,Ховрино ,7,52,5,17,Евроремонт,2003,Панельный
307,"2-комн. квартира, 52 м²",11600000,Северное Измайлово,Щелковская ,16,52,9,14,Евроремонт,2003,Панельный
308,"2-комн. квартира, 57,8 м²",13900000,Кунцево,Молодежная ,10,57,8,17,Евроремонт,2003,Панельный
309,"2-комн. квартира, 51,2 м²",16300000,Обручевский,Новые Черемушки ,1,51,3,19,Евроремонт,2004,Монолитный
310,"2-комн. квартира, 51,2 м²",11200000,Северное Измайлово,Первомайская ,14,51,12,17,Дизайнерский,2004,Панельный
311,"2-комн. квартира, 59,6 м²",12700000,Северное Измайлово,Щелковская ,18,59,15,17,Евроремонт,2004,Панельный
312,"2-комн. квартира, 58,2 м²",12500000,Кузьминки,Кузьминки ,9,58,11,15,Евроремонт,2005,Монолитный
313,"2-комн. квартира, 55 м²",11200000,Кузьминки,Кузьминки ,7,55,18,18,Косметический,2005,Панельный
314,"2-комн. квартира, 55 м²",14000000,Москворечье-Сабурово,Кантемировская ,12,55,15,17,Евроремонт,2005,Панельный
315,"2-комн. квартира, 61,3 м²",10799000,Рязанский,Текстильщики ,5,61,2,23,Косметический,2006,Панельный
316,"2-комн. квартира, 56,8 м²",13300000,Алексеевский,Выставочный центр ,3,56,3,17,Косметический,2006,Панельный
317,"2-комн. квартира, 62 м²",13500000,Фили-Давыдково,Филевский парк ,7,62,7,16,Косметический,2006,Панельный
318,"2-комн. квартира, 59,5 м²",15800000,Алексеевский,ВДНХ ,20,59,4,22,Косметический,2006,Панельный
319,"2-комн. квартира, 70 м²",15500000,Восточное Измайлово,Щелковская ,3,70,9,18,Косметический,2007,Монолитный
320,"2-комн. квартира, 55 м²",11000000,Южное Медведково,Бибирево ,25,55,9,16,Евроремонт,2007,Панельный
321,"2-комн. квартира, 60 м²",11950000,Южное Медведково,Бабушкинская ,3,60,18,24,Евроремонт,2008,Монолитный
322,"2-комн. квартира, 54 м²",11000000,Кунцево,Молодежная ,6,54,8,18,Косметический,2008,Панельный
323,"2-комн. квартира, 55 м²",13990000,Кунцево,Молодежная ,17,55,14,22,Евроремонт,2008,Панельный
324,"2-комн. квартира, 62,2 м²",14450000,Преображенское,Преображенская площадь ,10,62,6,16,Косметический,2009,Кирпичный
325,"2-комн. квартира, 57 м²",11100000,Коптево,Верхние Лихоборы ,24,57,10,16,Косметический,2009,Панельный
326,"2-комн. квартира, 65,3 м²",13000000,Богородское,Бульвар Рокоссовского ,10,65,10,20,Евроремонт,2010,Монолитный
327,"2-комн. квартира, 50,2 м²",13200000,Теплый Стан,Тропарево ,4,50,15,16,Евроремонт,2011,Кирпичный
328,"2-комн. квартира, 64 м²",15500000,Богородское,Бульвар Рокоссовского ,7,64,14,30,Дизайнерский,2011,Монолитный
329,"2-комн. квартира, 54 м²",10150000,Отрадное,Отрадное ,15,54,15,17,Косметический,2011,Панельный
330,"2-комн. квартира, 65 м²",16500000,Очаково-Матвеевское,Мичуринский проспект ,14,65,4,25,Евроремонт,2011,Панельный
331,"2-комн. квартира, 51 м²",13600000,Нагатинский затон,Коломенская ,2,51,4,13,Дизайнерский,2012,Монолитный
332,"2-комн. квартира, 64,2 м²",14000000,Войковский,Войковская ,10,64,18,25,Евроремонт,2012,Панельный
333,"2-комн. квартира, 60,27 м²",14800000,Очаково-Матвеевское,Мичуринский проспект ,18,60,11,25,Евроремонт,2012,Панельный
334,"2-комн. квартира, 57,1 м²",12900000,Митино,Митино ,7,57,9,20,Евроремонт,2013,Панельный
335,"2-комн. квартира, 67 м²",14900000,Новогиреево,Новогиреево ,17,67,11,14,Дизайнерский,2013,Панельный
336,"2-комн. квартира, 67 м²",12500000,,Рассказовка ,5,67,12,25,Дизайнерский,2014,Монолитный
337,"2-комн. квартира, 79,6 м²",14800000,,Коммунарка ,19,79,4,16,Евроремонт,2014,Монолитный
338,"2-комн. квартира, 62,5 м²",10700000,,Рассказовка ,14,62,2,17,Евроремонт,2014,Панельный
339,"2-комн. квартира, 71,6 м²",11000000,Некрасовка,Некрасовка ,7,71,10,25,Дизайнерский,2014,Панельный
340,"2-комн. квартира, 62,7 м²",10990000,,Рассказовка ,9,62,14,20,Косметический,2015,Монолитный
341,"2-комн. квартира, 66 м²",14500000,,Говорово ,5,66,8,13,Евроремонт,2015,Монолитный
342,"2-комн. квартира, 58 м²",11800000,Бескудниковский,Верхние Лихоборы ,5,58,16,18,Евроремонт,2016,Кирпичный
343,"2-комн. квартира, 51 м²",12500000,Фили-Давыдково,Пионерская ,2,51,13,22,Косметический,2016,Монолитный
344,"2-комн. квартира, 68,4 м²",13200000,Южное Бутово,Улица Скобелевская ,10,68,6,23,Евроремонт,2016,Монолитный
345,"2-комн. квартира, 60,1 м²",13500000,,Рассказовка ,6,60,19,22,Дизайнерский,2016,Монолитный
346,"2-комн. квартира, 81 м²",15700000,Митино,Митино ,9,81,8,25,Евроремонт,2016,Монолитный
347,"2-комн. квартира, 60 м²",10600000,,Рассказовка ,15,60,8,17,Косметический,2016,Панельный
348,"2-комн. квартира, 64 м²",11750000,,Рассказовка ,6,64,12,17,Дизайнерский,2016,Панельный
349,"2-комн. квартира, 57,8 м²",10600000,Солнцево,Солнцево ,9,57,12,12,Косметический,2017,Монолитный
350,"2-комн. квартира, 65 м²",13900000,,Рассказовка ,10,65,8,9,Дизайнерский,2017,Монолитный
351,"2-комн. квартира, 64 м²",11900000,,Рассказовка ,15,64,16,17,Дизайнерский,2017,Панельный
352,"2-комн. квартира, 53 м²",12900000,Котловка,Крымская ,15,53,13,18,Евроремонт,2018,Монолитный
353,"2-комн. квартира, 75 м²",63950000,Якиманка,Третьяковская ,3,75,2,6,Дизайнерский,1912,Кирпичный
354,"2-комн. квартира, 53 м²",13500000,Сокольники,Сокольники ,6,53,3,6,Косметический,1936,Кирпичный
355,"2-комн. квартира, 57 м²",11800000,Щукино,Октябрьское поле ,5,57,1,3,Косметический,1950,Кирпичный
356,"2-комн. квартира, 71,3 м²",15399000,Беговой,Белорусская ,10,71,1,7,Евроремонт,1950,Кирпичный
357,"2-комн. квартира, 71 м²",37000000,Хамовники,Фрунзенская ,5,71,6,9,Евроремонт,1951,Кирпичный
358,"2-комн. квартира, 48,7 м²",11500000,Филевский парк,Фили ,4,48,2,5,Евроремонт,1952,Кирпичный
359,"2-комн. квартира, 45 м²",22000000,Тверской,Маяковская ,5,45,2,6,Дизайнерский,1952,Кирпичный
360,"2-комн. квартира, 71 м²",37143420,Таганский,Таганская ,12,71,7,9,Дизайнерский,1952,Кирпичный
361,"2-комн. квартира, 67,7 м²",52000000,Таганский,Таганская ,13,67,19,33,Косметический,1953,Кирпичный
362,"2-комн. квартира, 55 м²",13990000,Войковский,Войковская ,5,55,2,9,Дизайнерский,1954,Кирпичный
363,"2-комн. квартира, 60,7 м²",18250000,Гагаринский,Университет ,8,60,7,8,Косметический,1954,Кирпичный
364,"2-комн. квартира, 68,4 м²",16500000,Алексеевский,Улица Академика Королева,3,68,2,16,Евроремонт,1955,Кирпичный
365,"2-комн. квартира, 58 м²",16997000,Красносельский,Красносельская ,4,58,11,15,Евроремонт,1955,Кирпичный
366,"2-комн. квартира, 58 м²",16997000,Красносельский,Красносельская ,4,58,11,15,Евроремонт,1955,Кирпичный
367,"2-комн. квартира, 59,1 м²",24500000,Дорогомилово,Киевская ,13,59,6,11,Косметический,1955,Кирпичный
368,"2-комн. квартира, 67 м²",10400000,Рязанский,Нижегородская ,7,67,5,5,Евроремонт,1956,Кирпичный
369,"2-комн. квартира, 51,5 м²",8500000,Головинский,Коптево ,7,51,5,5,Косметический,1956,Кирпичный
370,"2-комн. квартира, 59,1 м²",23800000,Хамовники,Фрунзенская ,15,59,5,11,Евроремонт,1956,Кирпичный
371,"2-комн. квартира, 56 м²",12800000,Ломоносовский,Университет ,3,56,1,8,Косметический,1957,Кирпичный
372,"2-комн. квартира, 54 м²",18500000,Дорогомилово,Деловой центр ,4,54,5,10,Косметический,1957,Кирпичный
373,"2-комн. квартира, 54 м²",18500000,Дорогомилово,Деловой центр ,4,54,5,10,Косметический,1957,Кирпичный
374,"2-комн. квартира, 58 м²",16500000,Гагаринский,Университет ,5,58,4,7,Косметический,1957,Блочный
375,"2-комн. квартира, 61,3 м²",11000000,Тимирязевский,Петровско-Разумовская ,5,61,5,5,Косметический,1957,Кирпичный
376,"2-комн. квартира, 58 м²",15900000,Филевский парк,Багратионовская ,5,58,5,8,Евроремонт,1957,Кирпичный
377,"2-комн. квартира, 56,7 м²",16500000,Ломоносовский,Университет ,9,56,4,5,Косметический,1957,Блочный
378,"2-комн. квартира, 64 м²",17999000,Академический,Профсоюзная ,3,64,5,8,Евроремонт,1958,Кирпичный
379,"2-комн. квартира, 67,6 м²",15500000,Красносельский,Комсомольская ,5,67,3,12,Косметический,1958,Кирпичный
380,"2-комн. квартира, 41,7 м²",7500000,Северное Измайлово,Щелковская ,5,41,5,5,Евроремонт,1958,Кирпичный
381,"2-комн. квартира, 64 м²",8500000,Рязанский,Рязанский проспект ,5,64,5,5,Косметический,1958,Кирпичный
382,"2-комн. квартира, 56,7 м²",13500000,Ломоносовский,Университет ,10,56,5,9,Косметический,1958,Кирпичный
383,"2-комн. квартира, 54,5 м²",22400000,Хамовники,Спортивная ,13,54,3,9,Косметический,1958,Кирпичный
384,"2-комн. квартира, 36 м²",8200000,Академический,Академическая ,15,36,2,8,Косметический,1958,Блочный
385,"2-комн. квартира, 44 м²",8150000,Аэропорт,Аэропорт ,15,44,5,5,Косметический,1958,Кирпичный
386,"2-комн. квартира, 58 м²",17700000,Ломоносовский,Университет ,21,58,8,8,Дизайнерский,1958,Кирпичный
387,"2-комн. квартира, 57 м²",10550000,Марьина роща,Марьина роща ,1,57,4,5,Косметический,1959,Блочный
388,"2-комн. квартира, 44,1 м²",7750000,Войковский,Войковская ,3,44,1,5,Косметический,1959,Кирпичный
389,"2-комн. квартира, 43,9 м²",8000000,Щукино,Панфиловская ,4,43,5,5,Косметический,1959,Кирпичный
390,"2-комн. квартира, 58 м²",18500000,Пресненский,Маяковская ,5,58,7,9,Косметический,1959,Кирпичный
391,"2-комн. квартира, 41 м²",11500000,Пресненский,Краснопресненская ,5,41,4,5,Косметический,1959,Кирпичный
392,"2-комн. квартира, 60 м²",14000000,Останкинский,Алексеевская ,5,60,6,10,Косметический,1959,Кирпичный
393,"2-комн. квартира, 43,9 м²",8000000,Щукино,Октябрьское поле ,7,43,5,5,Косметический,1959,Кирпичный
394,"2-комн. квартира, 43 м²",6850000,Измайлово,Первомайская ,10,43,1,5,Косметический,1959,Кирпичный
395,"2-комн. квартира, 42 м²",7999000,Савеловский,Петровский Парк ,14,42,3,5,Косметический,1959,Панельный
396,"2-комн. квартира, 44 м²",8700000,Алексеевский,ВДНХ ,15,44,2,5,Евроремонт,1959,Кирпичный
397,"2-комн. квартира, 43 м²",10800000,Хорошевский,Полежаевская ,4,43,8,8,Косметический,1960,Кирпичный
398,"2-комн. квартира, 43 м²",7150000,Котловка,Нагатинская ,7,43,1,5,Косметический,1960,Кирпичный
399,"2-комн. квартира, 43,5 м²",8500000,Восточное Измайлово,Первомайская ,9,43,2,5,Косметический,1960,Блочный
400,"2-комн. квартира, 44 м²",9450000,Мещанский,Марьина роща ,10,44,5,5,Косметический,1960,Кирпичный
401,"2-комн. квартира, 58,1 м²",13600000,Гагаринский,Университет ,10,58,6,9,Косметический,1960,Кирпичный
402,"2-комн. квартира, 45 м²",10900000,Останкинский,Алексеевская ,11,45,8,8,Евроремонт,1960,Кирпичный
403,"2-комн. квартира, 45 м²",7150000,Москворечье-Сабурово,Кантемировская ,15,45,5,5,Косметический,1960,Кирпичный
404,"2-комн. квартира, 57 м²",12900000,Гагаринский,Академическая ,15,57,2,8,Косметический,1960,Кирпичный
405,"2-комн. квартира, 42 м²",7500000,Богородское,Преображенская площадь ,15,42,3,5,Косметический,1960,Кирпичный
406,"2-комн. квартира, 46,3 м²",8500000,Аэропорт,Аэропорт ,15,46,1,5,Косметический,1960,Кирпичный
407,"2-комн. квартира, 44,3 м²",7100000,Текстильщики,Текстильщики ,1,44,1,5,Косметический,1961,Кирпичный
408,"2-комн. квартира, 45,2 м²",7990000,Соколиная гора,Измайлово ,6,45,2,5,Евроремонт,1961,Кирпичный
409,"2-комн. квартира, 42 м²",6550000,Рязанский,Рязанский проспект ,7,42,4,8,Косметический,1961,Кирпичный
410,"2-комн. квартира, 44,5 м²",7000000,Текстильщики,Текстильщики ,12,44,5,5,Косметический,1961,Кирпичный
411,"2-комн. квартира, 42 м²",7000000,Новогиреево,Новогиреево ,13,42,5,5,Евроремонт,1961,Кирпичный
412,"2-комн. квартира, 58 м²",9050000,Нагатино-Садовники,Нагорная ,22,58,2,9,Косметический,1961,Кирпичный
413,"2-комн. квартира, 36 м²",7500000,Кузьминки,Кузьминки ,2,36,1,9,Косметический,1962,Блочный
414,"2-комн. квартира, 55,2 м²",8500000,Перово,Шоссе Энтузиастов ,3,55,5,5,Косметический,1962,Кирпичный
415,"2-комн. квартира, 45 м²",23000000,Хамовники,Фрунзенская ,4,45,9,9,Дизайнерский,1962,Кирпичный
416,"2-комн. квартира, 46 м²",23000000,Хамовники,Фрунзенская ,4,46,9,9,Дизайнерский,1962,Кирпичный
417,"2-комн. квартира, 36,4 м²",5900000,Кузьминки,Кузьминки ,6,36,1,9,Косметический,1962,Блочный
418,"2-комн. квартира, 36,3 м²",6300000,Перово,Шоссе Энтузиастов ,7,36,1,9,Косметический,1962,Кирпичный
419,"2-комн. квартира, 45,3 м²",8600000,Черемушки,Профсоюзная ,7,45,4,9,Евроремонт,1962,Панельный
420,"2-комн. квартира, 43,7 м²",8000000,Преображенское,Преображенская площадь ,8,43,4,5,Косметический,1962,Кирпичный
421,"2-комн. квартира, 42,2 м²",8700000,Восточное Измайлово,Измайловская ,9,42,3,5,Евроремонт,1962,Панельный
422,"2-комн. квартира, 40,3 м²",8300000,Донской,Ленинский проспект ,10,40,5,5,Евроремонт,1962,Кирпичный
423,"2-комн. квартира, 52 м²",8500000,Северное Измайлово,Щелковская ,11,52,1,6,Косметический,1962,Блочный
424,"2-комн. квартира, 45 м²",7800000,Богородское,Бульвар Рокоссовского ,11,45,5,5,Косметический,1962,Кирпичный
425,"2-комн. квартира, 44,3 м²",8500000,Марьина роща,Бутырская ,13,44,4,9,Косметический,1962,Блочный
426,"2-комн. квартира, 46,1 м²",8300000,Покровское-Стрешнево,Щукинская ,16,46,4,5,Косметический,1962,Кирпичный
427,"2-комн. квартира, 38 м²",7800000,Кузьминки,Кузьминки ,17,38,9,9,Евроремонт,1962,Блочный
428,"2-комн. квартира, 42 м²",8700000,Преображенское,Преображенская площадь ,1,42,8,9,Косметический,1963,Монолитный
429,"2-комн. квартира, 43,2 м²",7899000,Войковский,Водный стадион ,2,43,5,5,Косметический,1963,Кирпичный
430,"2-комн. квартира, 44 м²",15000000,Аэропорт,Аэропорт ,3,44,4,8,Дизайнерский,1963,Кирпичный
431,"2-комн. квартира, 37,4 м²",7200000,Богородское,Черкизовская ,5,37,1,9,Косметический,1963,Блочный
432,"2-комн. квартира, 37,1 м²",6699999,Северное Измайлово,Щелковская ,5,37,1,9,Евроремонт,1963,Панельный
433,"2-комн. квартира, 43,5 м²",8700000,Нагатино-Садовники,Коломенская ,6,43,6,8,Косметический,1963,Кирпичный
434,"2-комн. квартира, 40,1 м²",7500000,Рязанский,Рязанский проспект ,7,40,2,5,Косметический,1963,Панельный
435,"2-комн. квартира, 38,4 м²",7600000,Черемушки,Новые Черемушки ,7,38,3,9,Косметический,1963,Панельный
436,"2-комн. квартира, 43,5 м²",8500000,Алексеевский,ВДНХ ,10,43,1,5,Косметический,1963,Кирпичный
437,"2-комн. квартира, 40 м²",10200000,Сокольники,Сокольники ,12,40,2,5,Евроремонт,1963,Кирпичный
438,"2-комн. квартира, 45 м²",8200000,Савеловский,Динамо ,15,45,1,5,Косметический,1963,Блочный
439,"2-комн. квартира, 37,1 м²",8350000,Ломоносовский,Новые Черемушки ,18,37,5,9,Косметический,1963,Блочный
440,"2-комн. квартира, 43,2 м²",8899999,Нагатино-Садовники,Нагатинская ,19,43,7,9,Евроремонт,1963,Кирпичный
441,"2-комн. квартира, 43 м²",7800000,Южное Тушино,Сходненская ,2,43,3,5,Косметический,1964,Кирпичный
442,"2-комн. квартира, 41,6 м²",16000000,Хамовники,Фрунзенская ,3,41,8,10,Косметический,1964,Кирпичный
443,"2-комн. квартира, 42 м²",7200000,Кунцево,Молодежная ,3,42,4,5,Косметический,1964,Кирпичный
444,"2-комн. квартира, 43,5 м²",8500000,Кунцево,Крылатское ,3,43,3,5,Дизайнерский,1964,Кирпичный
445,"2-комн. квартира, 36,8 м²",8200000,Хорошевский,Полежаевская ,3,36,2,12,Косметический,1964,Панельный
446,"2-комн. квартира, 36,8 м²",8400000,Хорошевский,Полежаевская ,3,36,2,9,Косметический,1964,Панельный
447,"2-комн. квартира, 36,8 м²",8400000,Хорошевский,Полежаевская ,3,36,2,9,Косметический,1964,Панельный
448,"2-комн. квартира, 36,8 м²",8200000,Хорошевский,Полежаевская ,4,36,2,9,Косметический,1964,Панельный
449,"2-комн. квартира, 34,4 м²",7500000,Филевский парк,Багратионовская ,5,34,1,9,Косметический,1964,Кирпичный
450,"2-комн. квартира, 36,8 м²",8200000,Хорошевский,Полежаевская ,5,36,2,9,Косметический,1964,Панельный
451,"2-комн. квартира, 58 м²",17300000,Арбат,Смоленская ,6,58,4,9,Косметический,1964,Кирпичный
452,"2-комн. квартира, 43,3 м²",9800000,Мещанский,Проспект Мира ,6,43,1,5,Косметический,1964,Кирпичный
453,"2-комн. квартира, 42 м²",6700000,Новогиреево,Новогиреево ,6,42,5,5,Косметический,1964,Кирпичный
454,"2-комн. квартира, 37,2 м²",7750000,Богородское,Бульвар Рокоссовского ,7,37,8,9,Косметический,1964,Блочный
455,"2-комн. квартира, 43 м²",8700000,Восточное Измайлово,Измайловская ,7,43,3,5,Евроремонт,1964,Кирпичный
456,"2-комн. квартира, 45,4 м²",7500000,Преображенское,Преображенская площадь ,7,45,1,5,Косметический,1964,Панельный
457,"2-комн. квартира, 40 м²",7200000,Черемушки,Новые Черемушки ,7,40,4,12,Евроремонт,1964,Панельный
458,"2-комн. квартира, 44 м²",8500000,Преображенское,Преображенская площадь ,7,44,1,5,Косметический,1964,Панельный
459,"2-комн. квартира, 38 м²",7950000,Аэропорт,Аэропорт ,8,38,4,9,Косметический,1964,Блочный
460,"2-комн. квартира, 45 м²",8300000,Савеловский,Петровский Парк ,8,45,1,5,Косметический,1964,Блочный
461,"2-комн. квартира, 39 м²",7500000,Кузьминки,Кузьминки ,12,39,8,9,Косметический,1964,Блочный
